33424,Contract Systems Analyst (Bid Ref 53969-1),1,1,Others,Contract,02 Apr 2025,01 May 2025 to 31 Jul 2025 (3 months),under InfoTech,Government T26 Contract,"Sheung Wan, Central",N/A - N/A,"""(T26) (a) Network infrastructure design, hardware and software setup;""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DOJ; ;(a) Design network infrastructure for new server room and offices;;(b) Maintain network infrastructure including network equipment, data lines, servers and PCs; ;(c) Coordinate with contractors for site preparation work; ;(d) Provide support to the helpdesk support staff and end users; ;(e) Provide assistance for implementation of other IT projects; and;(f) Perform any other duties (e.g. on-call duty during weekends and public holidays) as may be required from time to time relevant to the implementation and maintenance support of the above and any other systems of the department. ;""",5.0,4.0,"""Candidates must possess:;(a) At least 5 years&;#8217; experience in supporting Cisco&;#8217;s Router/Switches; ;(b) At least 5 years&;#8217; experience in supporting Internet firewalls; and;(c) At least 4 years&;#8217; experience in site preparation activities, e.g. network cable planning and supporting in wireless network. ;Technical Skills: ;. At least 5 years' experience in CISCO IOS Software & CISCO Products (CIP); ;. At least 5 years' experience in Internet Firewall Technical Support (IFW); ;. At least 5 years' experience in Router Configuration (ROU); ;. At least 5 years' experience in Virtual LAN/LAN Switching (VLS); ;. At least 5 years' experience in Virtual Private Network (VPN); ;. At least 5 years' experience in Metro Ethernet (MET); ;. At least 5 years' experience in Network Design (NDN); ;. At least 4 years' experience in Internet/ Intranet (INT); ;. At least 4 years' experience in IT Security (ITS); ;. At least 3 years' experience in Wireless Technology (WLT); ;. At least 2 years' experience in Proxy Server (PRS). ;Non-technical Skills: ;. At least 4 years' experience in site preparation (SPE); ;. Good spoken English is a must; ;. At least 1 year's experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,19 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33424"")",,,,,,,,,,,,,,,,,,,,,,,,,,,CIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,IFW,,,,INT,,,,,,,,,ITS,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,NDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRS,,,,,,,,ROU,,,,,,,,,,,SPE,,,,,,,,,,,,,,,,,,,,,,,VLS,,VPN,,,,,,,,,,,,,WLT,,,,,,,,,,,,,,,,,,,,,,,
33404,Contract Systems Analyst (Bid Ref 53951-1),1,1,Others,Contract,02 Apr 2025,01 Jun 2025 to 30 Apr 2026 (10 months),under InfoTech,Government T26 Contract,Admiralty,N/A - N/A,"""(T26) The nature is to support the core network infrastructure and Internet Gateway Systems to the Hong Kong Police Force. The tasks also involve building Internet connection(s) for e-Services projects/systems.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HKPF; ;The candidate will need to,;(1) design the core network and gateway systems topology;;(2) design and implement new data center network system;;(3) perform and manage various procurement, installation, vendor/user coordination, implementation, testing, service/system migration and documentation tasks to achieve project objectives;;(4) enhance existing core network and Internet Gateway infrastructure to meet new requirement from users and project teams;;(5) provide training and advices to subordinates and/or users and participate in defining/refining network security standards. ;""",5.0,1.0,"""(1) The candidate must have experience in designing and developing core network and internet gateway system, and implementing network infrastructure projects.;(2) Have concrete working experience on core network and internet gateways system (especially on related components such as core switches, next generation firewall, IPS and VPN gateway) and WAN topology design.;(3) Familiar with project management and production infrastructure support practices.;(4) Have experiences and knowledge on IT Security Framework, WAN, LAN, micro-segmentation, live video broadcast, mobile APN and new data center design are advantageous.;(5) Work with parallel projects / enhancement initiatives, attend to very detailed planning, work independently and lead other junior team members.;(6) Work on roster as first/second line on-call and/or provide on-site support (Notes: May require to work irregular hours and on weekends/public holidays; and may require to perform outdoor duties).;(7) Knowledge and experience in operation of Software Defined Network (SDN).;(8) Security vetting is required. ;Technical Skills: ;. At least 5 years' experience in Authentication Server (AUS); ;. At least 5 years' experience in CISCO IOS Software & CISCO Products (CIP); ;. At least 5 years' experience in Internet Firewall Technical Support (IFW); ;. At least 5 years' experience in Intrusion Prevention System (IPS); ;. At least 5 years' experience in Proxy Server (PRS); ;. At least 5 years' experience in Wide Area Network (WAN). ;Non-technical Skill: ;. At least 3 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,19 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33404"")",,,,,,,AUS,,,,,,,,,,,,,,,,,,,,CIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,IFW,,,,,,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRS,,,,,,,,,,,,,,,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33384,Contract Systems Analyst (Bid Ref 53548-1),1,1,Application Development,Contract,31 Mar 2025,06 May 2025 to 05 Jul 2026 (14 months),under InfoTech,Government T26 Contract,Cheung Sha Wan,N/A - N/A,"""(T26) Serving as a member of the in-house project team in the Digital Policy Office to provide technical support for the implementation and provision of Cross-boundary Public Services (CBPS), covering various modes of service delivery such as thematic website, self-service kiosks, etc.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;i) To provide technical support for the thematic website and self-service kiosks under the CBPS initiative ;ii) To liaise with and manage the engaged contractor(s)/research centre for developing/maintaining/implementing/enhancing the thematic website, self-service kiosks and any other IT-related deliverables under the CBPS initiative ;iii) To assist in analysing user requirements, preparing functional specifications and system design for enhancing/implementing the thematic website, self-service kiosks and any other IT-related deliverables and providing related technical advice ;iv) To assist in setting up server/cloud infrastructure for the self-service kiosk ;v) To conduct user acceptance tests for the thematic website, self-service kiosks and any other IT-related deliverables ;vi) To monitor and analyse the usage statistics of the thematic website and self-service kiosks ;vii) To assist in preparing/maintaining/reviewing IT-related documentations ;viii) To undertake other IT-related duties assigned by supervisor ;""",4.0,1.0,"""i) Knowledge in website development and administration is required ;ii) Knowledge in kiosk development and administration is required ;iii) Knowledge in setting up server/cloud infrastructure is required ;iv) Working experience in user liaison and coordination is required ;v) Project management experience or certification is most welcome ;Technical Skills: ;. At least 3 years' experience in SSADM (SDM); ;. At least 3 years' experience in Website Administration (WEA); ;. At least 2 years' experience in Web Programming (WEB); ;. At least 2 years' experience in Server Virtualisation Technology (SVT); ;. At least 2 years' experience in Client/Server Application Development (C/S); ;. 2 years' experience in Project Management Professional (PMP) (PMP) is an advantage; ;. 2 years' experience in PRINCE (PRE) is an advantage. ;Non-technical Skills: ;. Good coordination skills is a must; ;. At least 3 years' experience in IT service/outsourcing management (OUT); ;. At least 6 months' experience in work with the Government (GOV); ;. 2 years' experience in project management (PRM) is an advantage; ;. 6 months' experience in site preparation (SPE) is an advantage; ;. Excellent Putonghua is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,17 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33384"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,,,,,,,PMP,PRE,PRM,,,,,,,,,,,,,,,,SDM,,,,,SPE,,,,,,,,SVT,,,,,,,,,,,,,,,,,,,,,,,WEA,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33643,Contract Systems Analyst (Bid Ref 54004-1),1,1,Others,Contract,31 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"Mainly at North Point Government Offices and require to visit sub-offices on HK Island, Kln & NT",N/A - N/A,"""(T26) Implementation of IT systems in Lands Department;""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LandsD; ;- To analyze, trouble shoot and provide solution for all network connectivity, cloud service, virtualization platform and system errors ;- To implement, design, configure, install, test and trouble shoot of IT systems ;- To work with other groups to help establishing the standards of system architecture, data communications, and system security for seamless integration of multiple system modules ;- To monitor and maintain healthiness of application system by monitoring tools ;- Conduct Technical study of upgrade of data center ;- To prepare documentation if necessary ;- To perform any duties assigned by supervisor ;""",4.0,1.0,"""In addition to above technical requirements, the applicant must have: ;- 60 months of working experience in supporting Cisco and H3C network products; ;- 60 months of working experience in design, installation and configuration of firewall, IDS, IPS, edge router, wifi network and core switch ;- 48 months of working experience in supporting GOA related network infrastructure connecting to GNET (The Government Backbone Network) (Preferable); ;- At least 36 months of hand-on working experiences on installation, configuration, administration, design, implement, support and maintenance ;of IT network system includes VPN, Load Balancer, Firewall, IDS, IPS, Network Access Control System and WiFi; ;- Experience in supporting networking products such as Cisco, Fortinet, Aruba, Paloalto, Ivanti and Checkpoint network products; ;- Experience in tender preparation in QPS, SOA and GITP (Preferable).; ;- Experience in supporting monitoring tool including Opmanager or Solarwinds (Preferable); and ;- Able to work independently and with good communication skills ;Technical Skills: ;. At least 5 years' experience in Internet Firewall Technical Support (IFW); ;. At least 5 years' experience in Network & System Management (NSM); ;. At least 4 years' experience in Virtual Private Network (VPN); ;. At least 4 years' experience in Wireless Technology (WLT); ;. At least 4 years' experience in Intrusion Prevention System (IPS); ;. At least 4 years' experience in Metro-Ethernet Network (MNE). ;Non-technical Skill: ;. At least 5 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,24 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33643"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,IFW,,,,,,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNE,,,,,,,,,,,,,NSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPN,,,,,,,,,,,,,WLT,,,,,,,,,,,,,,,,,,,,,,,
33355,Contract Systems Analyst (Bid Ref 53912-1),1,1,Others,Contract,31 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,West Kowloon Government Offices (Yau Tsim Mong),N/A - N/A,"""(T26) 1) Assistance in IT Security Compliance and Management""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the TD; ;1) Assist in IT Security Policy and documents review ;2) Assist in compliance checking, IT security risk assessment and review; ;3) Evaluate and advise on new cybersecurity tools, perform POC and cybersecurity project implementation; ;4) Review IT operations and controls on a regular basis based on IT Security and general control requirement; ;5) Promote IT security awareness; ;6) Provide information security advice and requirements to IT teams for application, system and network implementation; and ;7) Perform any other IT-related duties as directed by SE/IT1 from time to time. ;""",6.0,2.0,"""1) Staff provided should have at least six years post-qualification IT experience of which two years must be in a similar post and in a comparable capacity to this post; ;2) Proven experience in information security or technology risk management field; ;3) Experience of IT Security Risk assessment & Audit, Penetration Testing, Incident Response or Digital Forensics; ;4) Knowledge in network and security technologies, in particular Anti-Virus Technology and Data Encryption Technology; and ;5) IT background with IT Security skills and project management capabilities. ;Technical Skills: ;. At least 4 years' experience in IT Application Development and Management (ADM); ;. At least 4 years' experience in IT Security (ITS); ;. At least 2 years' experience in Security Risk Assessment and Audit (SAA); ;. At least 1 year's experience in Anti-Virus Technology (AVT); ;. At least 1 year's experience in Endpoint Security Solutions (ESS); ;. 1 year's experience in IT Security Scanning Tools (SST) is an advantage. ;Non-technical Skills: ;. At least 2 years' experience in work with the Government (GOV); ;. 1 year's experience in conducting IT training/briefing (ITT) is an advantage; ;. 1 year's experience in IT service/outsourcing management (OUT) is an advantage; ;. 1 year's experience in tender preparation and administration (TPA) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,15 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33355"")",,ADM,,,,,,AVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESS,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,ITS,ITT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,,,,,,,,,,,,,,,,,,,,SAA,,,,,,,,,,,,,,,,SST,,,,,,TPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33422,Contract Senior Systems Analyst (Bid Ref 53967-1),1,1,Others,Contract,02 Apr 2025,01 May 2025 to 31 Jul 2025 (3 months),under InfoTech,Government T26 Contract,"Sheung Wan, Central",N/A - N/A,"""(T26) (a) Network infrastructure design, hardware and software setup""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DOJ; ;(a) Design network infrastructure for new server rooms and offices;;(b) Configure network equipment including switches, routers, hubs, firewalls and VPN gateways; ;(c) Maintain network infrastructure including network equipment, data lines, servers and PCs; ;(d) Troubleshoot problems and faults on network, and provide technical solutions and follow up with vendors to resolve the issues;;(e) Coordinate with contractors in site preparation work; ;(f) Provide support to the helpdesk support staff and end users; and ;(g) Perform any other duties (e.g. on-call duty during weekends and public holidays) as may be required from time to time relevant to the implementation and maintenance support of the above and any other systems of the department. ;""",8.0,4.0,"""Candidates must possess:;(a) Experience (at least 7 years) in supporting Cisco&;#8217;s Router/Switches; ;(b) Experience (at least 6 years) in supporting Internet firewall; ;(c) Experience (at least 5 years) in site preparation activities, e.g. network cable planning; and;(d) Experience (at least 3 years) in supporting Private Virtual Network (VPN) and proxy server. ;Technical Skills: ;. At least 7 years' experience in CISCO IOS Software & CISCO Products (CIP); ;. At least 7 years' experience in Router Configuration (ROU); ;. At least 6 years' experience in Internet Firewall Technical Support (IFW); ;. At least 6 years' experience in Internet/ Intranet (INT); ;. At least 6 years' experience in IT Security (ITS); ;. At least 6 years' experience in Metro Ethernet (MET); ;. At least 6 years' experience in Network Design (NDN); ;. At least 3 years' experience in Proxy Server (PRS); ;. At least 3 years' experience in Virtual Private Network (VPN). ;Non-technical Skill: ;. At least 7 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,19 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33422"")",,,,,,,,,,,,,,,,,,,,,,,,,,,CIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,IFW,,,,INT,,,,,,,,,ITS,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,NDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRS,,,,,,,,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33659,Contract Systems Analyst (Bid Ref 54097-1),1,1,Others,Contract,01 Apr 2025,09 Apr 2025 to 31 Oct 2025 (6 months),under InfoTech,Government T26 Contract,"Wan Chai, Hong Kong",N/A - N/A,"""(T26) Manage the Water Supplies Department (WSD) IT infrastructure and application monitoring system and provide departmental support to the network infrastructure and network security of WSD""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the WSD; ;1. Implement the WSD infrastructure and application monitoring system ;2. Coordinate system design, testing and user acceptance ;3. Conduct and co-ordinate Security Risk Assessment and Audit ;4. Participate in the funding application, tendering and procurement ;5. Coordinate the log analysis of WSD infrastructure and applications ;6. Support the network and cloud infrastructure ;7. Provide support to WSD management for assigned tasks ;""",6.0,3.0,"""- solid experience in contractor management ;- solid experience in project management ;- solid experience in management of Huawei HCS implementation ;- solid experience in project planning ;- solid experience in project schedule control and quality assurance ;- well-versed in project team collaboration and motivation ;Technical Skills: ;. At least 4 years' experience in Huawei VRP & Huawei Products (HAU); ;. At least 4 years' experience in Infrastructure (INF); ;. At least 4 years' experience in Information System Study (ISS); ;. At least 4 years' experience in IT Planning (ITP); ;. At least 4 years' experience in Technical Architectural Support (TAS). ;Non-technical Skills: ;. Good coordination skills is a must; ;. At least 3 years' experience in work with the Government (GOV); ;. At least 3 years' experience in Government tendering procedures (GTP); ;. At least 3 years' experience in managing Government projects (MGP); ;. At least 3 years' experience in project management (PRM). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,24 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33659"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,GTP,HAU,,,,,,,,,,,,INF,,,,,ISS,,,,ITP,,,,,,,,,,,,,,,,,,,,MGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAS,,,
33463,Contract Senior Systems Analyst (Bid Ref 54010-1),1,1,Application Development,Contract,31 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"Mainly at North Point Government Offices and require to visit sub-offices on HK Island, Kln & NT",N/A - N/A,"""(T26) Monitoring, support, feasibility & technical study, implementation and maintenance of computer systems and related services.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LandsD; ;- Provide management and support to Nutanix HCI server farm and GPU server farm ;- Provide advice and support for the development and maintenance of computer systems ;- Monitor, maintain and support in computer systems ;- Provide advice and support in IT security ;- Evaluate and select appropriate computer products for the development and maintenance of computer systems and related facilities ;- Provide advice in adoption and application of specific information technologies in the department ;- Prepare user requirement specifications, work assignment briefs for procurement of hardware, software and services ;- Prepare and maintain system documentation ;- Manage outsourcing services ;- Take part in and monitor all phases of computer projects ;- Work with different vendors and the teams on computer projects ;- Perform any other duties assigned by supervisor ;""",11.0,2.0,"""- at least one year experience in providing support to Nutanix HCI Server Farm and GPU Server Farm ;- at least six year experience in project management using Project Management Plan. ;- at least six year experience in supporting e-Leave, Departmental Portal and Confidential Mail system. ;Technical Skills: ;. At least 5 years' experience in Microsoft SQL Server (MSS); ;. At least 5 years' experience in Oracle RDBMS (ODB); ;. At least 5 years' experience in SSADM (SDM); ;. At least 5 years' experience in Server Virtualisation Technology (SVT). ;Non-technical Skills: ;. At least 6 years' experience in work with the Government (GOV); ;. At least 6 years' experience in Government procurement/disposal procedures (GPD); ;. At least 6 years' experience in the management and support of Government systems and services (GSS); ;. At least 6 years' experience in IT service/outsourcing management (OUT). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 11 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,20 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33463"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,GPD,,GSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSS,,,,,,,,,,,,ODB,,,,,,,,,OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDM,,,,,,,,,,,,,SVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33390,Contract Systems Analyst (Bid Ref 53942-1),1,1,Application Development,Contract,01 Apr 2025,07 Apr 2025 to 30 Sep 2025 (5 months),under InfoTech,Government T26 Contract,Sai Wan Ho,N/A - N/A,"""(T26) Implementation of IT projects under the IT Strategy Plan.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate would be responsible for the following activities : ;(a) analyse user requirements; ;(b) develop system analysis & design process deliverables such as flow models and logical data models; ;(c) develop programs for the production system; ;(d) conduct unit / integrated / loading tests; and ;(e) compile system documentation such as user manuals and system manuals. ;""",5.0,5.0,"""Other than the requirements specified in the 'Technical' and 'non-Technical' Requirement Sections below, the candidate should preferably possess experience in : ;(a) at least 2 years hands-on development experience using React, Spring Boot and RESTful web services; ;(b) at least 2 years hands-on development experience using Hibernate and/or EclipseLink implementation of JPA; ;(c) at least 1 year hands-on development experience using iReport or other report development tools; ;(d) at least 1 year hands-on development experience using Python; ;(e) completion of a full system development life cycle; and ;(f) implementation of court systems or court related systems. ;Technical Skills: ;. At least 3 years' experience in JavaScript Programming (JAP); ;. At least 3 years' experience in JAVA Programming (JAV); ;. At least 3 years' experience in Structured Query Language (SQL); ;. At least 2 years' experience in Web Services (WSV); ;. At least 2 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 1 year's experience in Reporting (Crystal Report, iReport) (REP); ;. 1 year's experience in Java Servlet Programming (JSP) is an advantage; ;. 1 year's experience in Object-oriented Analysis and Design (OOA) is an advantage. ;Non-technical Skills: ;. Good written English is a must; ;. 1 year's experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 5 years' relevant experience in a similar post and in a comparable capacity.""",N/A,18 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33390"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAF,JAP,,JAV,,,JSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOA,,,,,,,,,,,,,,,,,,,,,,,,,REP,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSV,,,,,,,,,,,,,,,,,,,
33673,Contract Senior Systems Analyst (Bid Ref 54120-1),1,1,Application Development,Contract,02 Apr 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"Revenue Tower, 5 Gloucester Road, Wanchai, Hong Kong.",N/A - N/A,"""(T26) Management of an Emission Approval Information System and a Database System to Facilitate Enforcement of Specified Process Licences of Power Plants for existing system and IT support for group.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the EPD; ;1. To lead teams to develop, enhance and maintain application systems; ;2. To carry out technical research and study on technology refreshment; ;3. To manage and monitor contractors for outsourced IT services; and ;4. To conduct any other relevant duties assigned by management. ;""",10.0,8.0,"""1. Bachelor's degree or Higher in Information Technology related disciplines; ;2. Be a certified Project Management Professional (PMP) and / or a certified PRINCE2 practitioner; ;3. Professional certification in CCNP, HCIP or similar industry certifications is preferred; ;4. Good knowledge in system development in Government; and ;5. Experience in similar project will be an advantage. ;Technical Skills: ;. At least 10 years' experience in IT Application Development and Management (ADM); ;. At least 5 years' experience in Security Risk Assessment (SRA); ;. At least 3 years' experience in Multi-tier System Integration (MSI); ;. 10 years' experience in MySQL (MSQ) is an advantage; ;. 10 years' experience in Microsoft SQL Server (MSS) is an advantage; ;. 10 years' experience in Object-oriented Analysis and Design (OOA) is an advantage; ;. 10 years' experience in Oracle Application Development (ORA) is an advantage; ;. 10 years' experience in J2EE Development (JDE) is an advantage; ;. 10 years' experience in Structured Query Language (SQL) is an advantage; ;. 5 years' experience in SQL Server Reporting Services (SRS) is an advantage; ;. 5 years' experience in Windows Programming (WPG) is an advantage; ;. 5 years' experience in Rapid Application Development Methodology (RAD) is an advantage; ;. 5 years' experience in Apache Web Server (AWS) is an advantage; ;. 5 years' experience in Data Administration (DAM) is an advantage; ;. 3 years' experience in Microsoft Active Directory Administration (ADA) is an advantage; ;. 3 years' experience in Disaster Recovery Planning (DRP) is an advantage; ;. 2 years' experience in Data/File Backup Technology (DFT) is an advantage; ;. 2 years' experience in SSADM (SDM) is an advantage. ;Non-technical Skills: ;. At least 5 years' experience in the management and support of Government systems and services (GSS); ;. At least 5 years' experience in project management (PRM); ;. At least 5 years' experience in work with the Government (GOV); ;. 8 years' experience in IT procurement (PRO) is an advantage; ;. 8 years' experience in Government tendering procedures (GTP) is an advantage; ;. 5 years' experience in managing Government IT standards (ITG) is an advantage; ;. 5 years' experience in managing Government projects (MGP) is an advantage; ;. 5 years' experience in IT service/outsourcing management (OUT) is an advantage; ;. 5 years' experience in Government procurement/disposal procedures (GPD) is an advantage; ;. 5 years' experience in tender preparation and administration (TPA) is an advantage; ;. 5 years' experience in vendor management (VMG) is an advantage; ;. 3 years' experience in quality assurance (QAS) is an advantage; ;. 3 years' experience in quality management (QMT) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 8 years' relevant experience in a similar post and in a comparable capacity.""",N/A,26 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33673"")",ADA,ADM,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAM,,,,,DFT,,,,,,DRP,,,,,,,,,,,,,,,,,,,GOV,GPD,,GSS,GTP,,,,,,,,,,,,,,,,,,,,ITG,,,,,,,,,,JDE,,,,,,,,,,,,MGP,,,,MSI,,MSQ,MSS,,,,,,,,,,,,,,,,OOA,,,ORA,,OUT,,,,,,,,,,PMP,,PRM,PRO,,,QAS,QMT,RAD,,,,,,,,,,SDM,,,,,,,SQL,SRA,SRS,,,,,,,,TPA,,,,,,,,,,,,VMG,,,,,,,,,,,,,,,,,WPG,,,,,,,,,,,,,,,,,,,,
