33860,Contract Systems Analyst (Bid Ref 54247-1),1,1,Others,Contract,15 Apr 2025,16 May 2025 to 31 Dec 2025 (7 months),under InfoTech,Government T26 Contract,Shui On Centre (WanChai),N/A - N/A,"""(T26) To support bureaux/departments (B/Ds) in turning all government services online by 2024 and providing one-stop digital services by fully adopting the upgraded """"iAM Smart"""" platform by 2025 so as to realise a """"single portal for online government services"""" as set out in 2022 Policy Address (""""PA""""). The project involves implementation tasks including but not limited to (a) a single government information and service portal; (b) streamlined user interactions and personalised features via citizen-centric clusters of services.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;assist supervisor in organising any meetings/briefings with relevant parties including B/Ds' """"iAM Smart Adoption"""" coordinators;;- assist supervisor in gathering feedback and requirements and/or limitations on any systems analysis and design for the project;;- provide advice and guidance to all Government B/Ds and related organisations on system implementations and/or migrations according to the standards and specifications for """"iAM Smart"""" adoption including but not limited to User Experience Design (UX) / User Interface (UI) and """"iAM Smart"""" system interfaces;;- provide professional advice of technical support and business transformation services to Government B/Ds and related organisations on integration and adoption of the upgraded """"iAM Smart"""" platform;;- assist other """"iAM Smart"""" technical support teams to provide any supporting measures for the project including but not limited to the development of technical specifications, developer guides, or usage standards of the project;;- assist supervisor in monitoring and reporting the B/Ds' progress of """"iAM Smart"""" adoption w.r.t. 2022 PA;;- provide secretarial, administrative, and logistics support to meetings on the above functions; and;- Any other duties assigned by the supervisor. ;""",4.0,1.0,"""- Solid working experience in PKI, API design and implementation, digital certificate, and identity management-related technologies;- Strong working experience in problem-solving and troubleshooting experience on technical issues;- Strong knowledge and experience in the design, development, and management of IT Application systems;- Knowledge of user experience design and user acceptance test;- Strong sense of analytical and conflict-resolution skills;- Good command of English in both spoken and writing skills;- Good customer-oriented communication and interpersonal skills;;* It is an advantage for the candidate to possess the following:;- Proficient in MS Excel, Word and PowerPoint;- Knowledge of authentication/authorisation protocol standards such as SAML or OAuth;- Experience in vendor management and system implementation using OAuth;- Experience in handling multiple cross-government departmental projects;- Solid working experience in supporting systems for managing and monitoring government projects ;Technical Skills: ;. At least 2 years' experience in IT Application Development and Management (ADM); ;. At least 2 years' experience in Public Key Infrastructure (PKI); ;. At least 2 years' experience in System Implementation and Maintenance/Support (SIM); ;. 2 years' experience in VBA (VBA) is an advantage; ;. 2 years' experience in Web Services (WSV) is an advantage; ;. 2 years' experience in HTML version before HTML5 (HTM) is an advantage; ;. 2 years' experience in Internet/ Intranet (INT) is an advantage; ;. 1 year's experience in IT Security (ITS) is an advantage. ;Non-technical Skills: ;. Good coordination skills is a must; ;. At least 2 years' experience in customer relations (ECR); ;. Excellent written English is a must; ;. 2 years' experience in quality assurance (QAS) is an advantage; ;. 2 years' experience in vendor management (VMG) is an advantage; ;. 2 years' experience in managing G2B and G2C projects (GBC) is an advantage; ;. 2 years' experience in the management and support of Government systems and services (GSS) is an advantage; ;. 1 year's experience in presentation (PEX) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,08 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33860"")",,ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECR,,,,,,,,,,,,GBC,,,,,,,GSS,,,,,HTM,,,,,,,INT,,,,,,,,,ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEX,,,,PKI,,,,,,,,QAS,,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,VBA,,,,VMG,,,,,,,,,,,,,,,,,,WSV,
33822,Contract Systems Analyst (Bid Ref 54265-1),1,1,Others,Contract,17 Apr 2025,02 Jun 2025 to 31 Dec 2025 (6 months),under InfoTech,Government T26 Contract,Ho man tin,N/A - N/A,"""(T26) Support the implementation projects and on-going maintenance of existing application systems for the Estate Management Division (EMD) of Housing Authority (HA).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HD; ;- Provide support to oversee the implementation and on-going maintenance of systems by outsource contractors;- Provide system design, development, system support and maintenance on internal application systems;- Conduct feasibility study on applying new technologies to business;- Analyse system inefficiencies and propose solutions for system improvement;- Provide support on requirement study and system analysis;- Support users on system acceptance testing;- Review project deliverables to ensure quality and security compliance meeting required departmental IT policies and guidelines;- Support production deployment and rollout activities ;- Support change control;- Perform tasks assigned by supervisors ;""",6.0,3.0,"""As per the skill and experience required, the applicant should possess hands-on experience.;The applicant should be capable to work independently under pressure with tight schedule.;Experience and knowledge in any of the following is an advantage:;- Geographic Information System (GIS);- Building Information Modelling (BIM);- Data analysis platform;- Configuration/automation tools, e.g. Gitea, Jenkins, Docker container;- Internet of Things (IoT);- Experience in system about Asset Management ;Technical Skills: ;. At least 3 years' experience in IT Application Development and Management (ADM); ;. At least 3 years' experience in Oracle RDBMS (ODB); ;. At least 3 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 3 years' experience in Structured Query Language (SQL). ;Non-technical Skills: ;. At least 3 years' experience in IT service/outsourcing management (OUT); ;. At least 3 years' experience in vendor management (VMG); ;. At least 2 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,03 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33822"")",,ADM,,,,,,,BIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIS,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODB,,,,,,,,,OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIM,,,,SQL,,,,,,,,,,,,,,,,,VMG,,,,,,,,,,,,,,,,,,,
33359,Contract Systems Analyst (Bid Ref 53916-2),2,1,Others,Contract,11 Apr 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,West Kowloon Government Offices (Yau Tsim Mong),N/A - N/A,"""(T26) 1) Planning, design and implementation of IT projects;""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the TD; ;1) Coordination and implementation of End-Point Security and Network Threat Protection system mass rollout project; ;2) Provide operational support on End-Point Security and Network Threat Protection System and Network Management System; ;3) Provide and supervise technical support on Open Source Departmental Portal (OSDP) and Multi-factors Authentication System; ;4) Manage Microsoft Active Directory (AD) with advanced technical knowledge in order to provide strong and high effective services support; ;5) Perform day-to-day security administration and operation including but not limited to management of end users and privileged accounts, keys and certificates, review of security logs, performance of technical vulnerability assessment etc.; ;6) To perform any other IT-related duties as directed by SE/IT from time to time. ;""",5.0,3.0,"""1) Degree holder or equivalent in computer science or information technology; ;2) Solid experience in Active Directory Administration; ;3) Experience in supporting Open Source Departmental Portal (OSDP) is desirable; ;4) Experience in network and security technologies, in particular Anti-Virus Technology, EDR, Data Encryption Technology is desirable ;5) IT application development experience is desirable; ;6) Good communication and English writing skill. ;Technical Skills: ;. At least 4 years' experience in Microsoft Active Directory Administration (ADA); ;. At least 1 year's experience in Anti-Virus Technology (AVT); ;. At least 1 year's experience in Departmental Portal (DPS); ;. 2 years' experience in Endpoint Security Solutions (ESS) is an advantage; ;. 2 years' experience in IT Security (ITS) is an advantage; ;. 1 year's experience in Rapid Application Development Methodology (RAD) is an advantage; ;. 1 year's experience in System Implementation and Maintenance/Support (SIM) is an advantage; ;. 1 year's experience in IT Application Development and Management (ADM) is an advantage; ;. 1 year's experience in Authentication Server (AUS) is an advantage. ;Non-technical Skills: ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. 1 year's experience in the management and support of Government systems and services (GSS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,28 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33359"")",ADA,ADM,,,AUS,AVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPS,,,,,,,,,,,,ESS,,,,,,,,GOV,,,GSS,,,,,,,,,,,,,,,,,,,,,ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSDP,,,,,,,,,,,,,,,,,,,RAD,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33768,Contract Senior Systems Analyst (Bid Ref 54112-1),1,1,Application Development,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Implementation of IT system and providing application support for LR""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To supervise other IT support staff for the development of in-house applications ;- To perform development and provide 7 x 24 on-call support of IT systems to support lodgement, registration and search of land register records.;- To perform development and support for workflow application.;- To perform impact analysis and implement enhancements, bug fixes and software upgrades.;- To conduct quality review, conduct system testing, support user acceptance test and production release, etc.;- To update system documents.;- To perform any other duties assigned by supervisor. ;""",8.0,3.0,"""- Solid hands-on experience in large-scale application development projects, especially for land registration or land conveyancing business.;- Good command of written English and Chinese. ;Technical Skills: ;. At least 5 years' experience in Document Flow/Workflow Management System (DOC); ;. At least 5 years' experience in Enterprise Java Beans Development (EJB); ;. At least 5 years' experience in J2EE Development (JDE); ;. At least 5 years' experience in SQL*PLUS/PL/SQL/PRO*C (OPL); ;. 2 years' experience in Visual Basic (VBC) is an advantage; ;. 2 years' experience in C++ (C++) is an advantage; ;. 2 years' experience in FileNet (FLN) is an advantage; ;. 2 years' experience in Imaging (IMG) is an advantage. ;Non-technical Skill: ;. At least 5 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33768"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOC,,,,,,,,,EJB,,,,,,FLN,,,,,,GOV,,,,,,,,,,,,,IMG,,,,,,,,,,,,,,,,,,JDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VBC,,,,,,,,,,,,,,,,,,,,,,
33770,Contract Senior Systems Analyst (Bid Ref 54114-1),1,1,Application Development,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Implementation of IT Systems and providing application support for LR""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To supervise other IT support staff for the development of in-house applications ;- To perform application development and maintenance and provide 7 x 24 on-call support for e-Form Implementation, Knowledge Management and other IT systems.;- To perform impact analysis and implement enhancements and software upgrades.;- To conduct quality review, conduct system testing, support user acceptance test and production release, etc.;- To perform any other duties assigned by supervisor. ;""",10.0,3.0,"""- Solid hands-on experience in large-scale application development projects, especially for land registration, land conveyancing business and electronic form systems. ;- Good command of written English and Chinese. ;Technical Skills: ;. At least 5 years' experience in Document Flow/Workflow Management System (DOC); ;. At least 5 years' experience in Electronic Form (EFM); ;. At least 5 years' experience in Imaging (IMG); ;. At least 5 years' experience in J2EE Development (JDE); ;. 2 years' experience in Knowledge Management Technology (KMT) is an advantage; ;. 2 years' experience in C++ (C++) is an advantage; ;. 2 years' experience in JavaScript Programming (JAP) is an advantage; ;. 2 years' experience in FileNet (FLN) is an advantage. ;Non-technical Skill: ;. At least 5 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33770"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOC,,,,,,EFM,,,,,,,,,FLN,,,,,,GOV,,,,,,,,,,,,,IMG,,,,,,,,,,,,,,,JAP,,,JDE,,,,KMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33773,Contract Senior Systems Analyst (Bid Ref 54131-1),1,1,Others,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Development, Maintenance and Support of IT Systems for the LR""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To participate in the development and maintenance of IT systems to support the business and operation of the LR;;- To conduct quality review and system tests on technical products;;- To plan, coordinate and assist users in the conduct of user acceptance tests;;- To coordinate and assist in the system deployment and rollout;;- To perform impact analysis for the system enhancements / changes;;- To handle system incidents and assist in online service resumption; and;- To provide IT support to the future operation of title registration including analysis of land records.;- To manage service contracts with IT service providers. ;""",10.0,3.0,"""- Excellence in verbal and written communication in both English and Chinese;;- Solid hands-on experience in the development, maintenance and support of IT systems especially for land registration or land conveyancing business;;- Solid hands-on experience in developing bilingual web application, document management and imaging systems under Unix/Oracle platform;;- Knowledge and experience in RAD or OO Analysis and Design;;- Good analytical skills and able to work independently; and;- May need to work in other LR offices within HK territory and outside normal office hours (including Saturday, Sunday and Public Holiday); and;- Provide 24x7 on-call production system support. ;Technical Skills: ;. At least 4 years' experience in Document Flow/Workflow Management System (DOC); ;. At least 4 years' experience in FileNet (FLN); ;. At least 4 years' experience in Imaging (IMG); ;. At least 4 years' experience in Web Programming (WEB); ;. 6 months' experience in Windows Programming (WPG) is an advantage; ;. 6 months' experience in Web Services (WSV) is an advantage; ;. 6 months' experience in XML (XML) is an advantage; ;. 6 months' experience in Oracle RDBMS (ODB) is an advantage; ;. 6 months' experience in Object-oriented Analysis and Design (OOA) is an advantage; ;. 6 months' experience in Rapid Application Development Methodology (RAD) is an advantage; ;. 6 months' experience in Structured Query Language (SQL) is an advantage; ;. 6 months' experience in UNIX (UNX) is an advantage; ;. 6 months' experience in HP-UX (HPX) is an advantage; ;. 6 months' experience in Chinese Processing (CHI) is an advantage; ;. 6 months' experience in Data Modeling (DMO) is an advantage; ;. 6 months' experience in Data Management (DMT) is an advantage. ;Non-technical Skills: ;. At least 1 year's experience in project development in specified business areas (PDE); ;. 6 months' experience in quality assurance (QAS) is an advantage; ;. 6 months' experience in work with the Government (GOV) is an advantage; ;. 6 months' experience in the management and support of Government systems and services (GSS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33773"")",,,,,,,,,,,,,,,,CHI,,,,,,,,,,,,,,,DMO,,DMT,DOC,,,,,,,,,,,,,,,FLN,,,,,,GOV,,,GSS,,,,HPX,,,,,,IMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODB,,,OOA,,,,,,,PDE,,,,,,,,,,,,,,QAS,,RAD,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,UNX,,,,,,,,,,,,,WEB,,,,,,,,,WPG,WSV,XML
33825,Contract Systems Analyst (Bid Ref 53974-1),1,1,Application Development,Contract,17 Apr 2025,02 Jun 2025 to 13 Mar 2026 (9 months),under InfoTech,Government T26 Contract,Wanchai,N/A - N/A,"""(T26) Provide services of system analysis & design, maintenance and enhancement for Trade Declaration (TDEC) System of the Government Electronic Services (GETS) and be the database administrator of Oracle RDBMS for TDEC System.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;TDEC System of GETS is a Government System that processes trade declarations submitted by traders. The major duties of the CSA will include but not limited to the following: ;1. To provide production support, system analysis & design, implementation for the maintenance and enhancement works to all scheduled TDEC daily batch processing for Trade Classification (TC) written in Java programming languages. ;2. To provide database administration and relevant system performance tuning services to Oracle RDBMS. ;""",4.0,1.0,"""Please refer to the """"Technical and Non-technical Skill Requirements"""" for details. ;Technical Skills: ;. At least 2 years' experience in JAVA Programming (JAV); ;. At least 2 years' experience in Multi-vendor Mission Critical System (MCS); ;. At least 2 years' experience in Oracle RDBMS (ODB). ;Non-technical Skill: ;. At least 2 years' experience in the management and support of Government systems and services (GSS). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,03 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33825"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSS,,,,,,,,,,,,,,,,,,,,,,,,,,,JAV,,,,,,,,,,,,MCS,,,,,,,,,,,,,,,,,,,ODB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33761,Contract Senior Systems Analyst (Bid Ref 54103-1),1,1,Others,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Provide support on the network infrastructure for the Land Registry (LR) and assist in the implementation and support of IT systems for LR.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To administer and support the GOA LAN and network infrastructure, including , network switches, routers, firewalls, web application firewalls, load balancers, link controllers and VPNs;;- To configure, install, monitor, maintain and trouble-shoot popular network operating systems, network equipment and networking software;;- To maintain the documentation of the network infrastructure; ;- To perform any other duties assigned by the supervisor;;- Require 7 x 24 on-call; and;- Need to work outside office hours to provide support. ;""",12.0,10.0,"""- Solid hands-on experience in administering enterprise level network and implementation of LR&;#8217;s application systems with support of Metro Ethernet, Dedicated Internet Access and SD-WAN;;- Strong network system support experience in site load balancing for active-active sites;;- Good command of written English and Chinese; and;- Have solid experience in government procurement and vendor management. ;Technical Skills: ;. At least 9 years' experience in Internet Firewall Technical Support (IFW); ;. At least 9 years' experience in Infrastructure (INF); ;. At least 9 years' experience in Intrusion Prevention System (IPS); ;. At least 9 years' experience in Virtual LAN/LAN Switching (VLS); ;. 6.7 years' experience in Wide Area Network (WAN) is an advantage; ;. 6.7 years' experience in Network Design (NDN) is an advantage. ;Non-technical Skills: ;. At least 7 years' experience in work with the Government (GOV); ;. At least 7 years' experience in the management and support of Government systems and services (GSS); ;. At least 7 years' experience in IT procurement (PRO); ;. 5 years' experience in site preparation (SPE) is an advantage; ;. 5 years' experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 12 years' post-qualification experience in which at least 10 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33761"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,GSS,,,,,,,,IFW,,,INF,,,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRO,,,,,,,,,,,,,,,,,,SPE,,,,,,,,,,,,,,,,,VLS,VMG,,,,,WAN,,,,,,,,,,,,,,
33741,Contract Systems Analyst (Bid Ref 54184-1),1,1,Others,Contract,15 Apr 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,"""(T26) To provide ongoing support services to the existing IT Infrastructure systems and implement new IT infrastructure systems in Drainage Services Department.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DSD; ;1. Administrate the Security Identity Management System (Idm);;2. Administrate the Mobile Device Management (MDM) Services;;3. Administrate Messaging System (IBM Domino, iNotes, Traveler, e-Fax and SMS services);;4. Administrate the Confidential Messaging Service (CMSG) and Mobile Confidential Mail Service (MCMS);;5. Administrate the Email Firewall and the Advance Persist Threat (APT) Protection System for Email;;6. Review and apply controls and best practices as possible to meet the regulations, policies, standards and guidelines of the Government of HKSAR;;7. Maintain up-to-date of system documentation such as installation and configuration guide, administration and operation procedure, end user guide, system architecture and design specification, etc.;8. Administrate the Centrally Managed Messaging Platform (CMMP). ;""",8.0,2.0,"""1. University Degree in Information Technology, Electronic Engineering or equivalent issued by a Government recognised education institute;;2. Holder of IBM Certified System Administrator - Lotus Notes and Domino;;3. Good understanding of TCP/IP protocols such as SMTP and email routing.;4. At least 8 years of Lotus Domino server/users administration experience;;5. At least 3 years of Confidential Mail System and Mobile Confidential Email System Support experience;;6. At least 3 years of Email Firewall administration experience; ;Technical Skills: ;. At least 7 years' experience in Lotus Notes Mail Admin. & Technical Support (LNM); ;. At least 3 years' experience in Confidential Mail System (CMS); ;. At least 1 year's experience in Router Configuration (ROU); ;. At least 1 year's experience in Wireless/mobile Email solution (WME). ;Non-technical Skill: ;. 5 years' experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,01 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33741"")",,,,,,,,,,,,,,,,,,,CMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WME,,,,
33732,Contract Senior Systems Analyst (Bid Ref 54223-1),1,1,Application Development,Contract,15 Apr 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Yau Tsim Mong,N/A - N/A,"""(T26) 1) Management and maintenance of HKeMobility mobile application and website providing route search of public transport, driving and walking modes and dissemination of real-time traffic and transport information;""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the TD; ;1) Lead and provide guidance to subordinates to carry out technical support on the projects, IT applications and open data service;;2) Support and study on technical issues of TD applications and services, and draft reply to traffic engineer for handling complaint cases and public enquiries;;3) Assist in project management and provide overall IT and GIS support for carrying out system development and quality control and liaise with OGCIO, other Government departments and bureaux, users, stakeholders, consultant(s) and contractor(s) and other parties for planning, design, enhancement, operation and maintenance of HKeM mobile application, website, PTES, PWIS, Intelligent Road Network (IRN) packages data for public access at DATA.GOV.HK, spatial data to GeoInfo Map, CSDI, server hosting services and other projects;;4) Provide IT advice and support for system integration with other Government departments, public transport operators, car park operators, etc.;;5) Design and coordinate to implement APIS of route searching services for public transport, driving, walking and cycling modes to B/Ds;;6) Monitoring and report on system testing, user acceptance and other incidents;;7) Assist in tender preparation with input of technical requirements and resource planning; ;8) Assist in scrutinizing project reports and specifications; and;9) Carry out any other tasks on IT related matters in planning, design, implementation, cloud computing, server hosting and vendor management of integration on IT applications / systems as assigned. ;""",12.0,5.0,"""1) Experience on IT application development and management;;2) Experience in MS SQL, MySQL and web programming;;3) Experience in support of mobile application;;4) Experience in server administration, public cloud service administration, application development on public cloud;;5) Experience in managing Government Projects;;6) Good communication skills;;7) Good in Chinese and English writing skills; and;8) Experience in Geographic Information System. ;Technical Skills: ;. At least 6 years' experience in Client/Server Application Development (C/S); ;. At least 6 years' experience in IT Application Development and Management (ADM); ;. At least 6 years' experience in ARC/INFO (ARC); ;. At least 6 years' experience in Geographic Information System (GIS); ;. At least 6 years' experience in SSADM (SDM); ;. At least 6 years' experience in Web Programming (WEB); ;. At least 5 years' experience in Visual Studio. Net (VSN); ;. At least 5 years' experience in Microsoft SQL Server (MSS); ;. At least 4 years' experience in JavaScript Programming (JAP); ;. At least 4 years' experience in Server Virtualisation Technology (SVT); ;. 4 years' experience in Unix/Linux Shell Scripting (ULS) is an advantage; ;. 4 years' experience in Unified Modeling Language (UML) is an advantage; ;. 4 years' experience in Structured Query Language (SQL) is an advantage; ;. 4 years' experience in Linux System Administration (LIN) is an advantage; ;. 4 years' experience in MySQL (MSQ) is an advantage; ;. 4 years' experience in .NET C# (NEC) is an advantage; ;. 4 years' experience in Public Key Infrastructure (PKI) is an advantage; ;. 4 years' experience in HTML5 (HT5) is an advantage; ;. 4 years' experience in Experience in C# programming (C#P) is an advantage; ;. 4 years' experience in Data Administration (DAM) is an advantage; ;. 4 years' experience in Data Architecture (DAR) is an advantage; ;. 4 years' experience in Data Management (DMT) is an advantage; ;. 4 years' experience in Data Warehouse (DWH) is an advantage. ;Non-technical Skills: ;. At least 5 years' experience in work with the Government (GOV); ;. At least 5 years' experience in the management and support of Government systems and services (GSS); ;. At least 4 years' experience in vendor management (VMG). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 12 years' post-qualification experience in which at least 5 years' relevant experience in a similar post and in a comparable capacity.""",N/A,01 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33732"")",,ADM,,ARC,,,,,,,,,,,,,,,,,,,,,,DAM,DAR,,,,,,DMT,,,,DWH,,,,,,,,,,,,,,,,GIS,,GOV,,,GSS,,,,,,,,,,,,,,,,,,,,,,,,,JAP,,,,,,,,,LIN,,,,,,,,,,,,MSQ,MSS,,,,,,NEC,,,,,,,,,,,,,,,,,,,,,PKI,,,,,,,,,,,,,,,,,,,,SDM,,,,,SQL,,,,,SVT,,,,ULS,UML,,,,,,,VMG,,,VSN,,,,,WEB,,,,,,,,,,,
