33793,Contract Systems Analyst (Bid Ref 54229-1),1,1,Others,Contract,09 Apr 2025,02 May 2025 to 30 Apr 2026 (11 months),under InfoTech,Government T26 Contract,Mainly Wan Chai,N/A - N/A,"""(T26) On-going support and implementation of projects for HAD""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HAD; ;1. To provide on-going and administrative support to ensure the smooth operation of the server and storage virtualization infrastructure, central backup system and network infrastructure;2. To prepare funding bids, assignment brief for FS, SA&D, system implementation and maintenance services, requirement specification for hardware and software.;3. To provide on-going support and administration of the existing AD infrastructure, server encryption service, patching system, anti-virus system, metro-ethernet network, VPN service and internet gateway;4. To acquire necessary ICT equipment and services as and when required;5. To liaise with DPO counterparts, vendors and users to increase the efficiency and security related to the infrastructure as a whole;6. To continually monitor and enhance the existing policies implemented so as to make it compliant to the infrastructure;7. To accept any other ICT responsibilities assigned by supervisor ;""",4.0,1.0,"""Working experience in government ICT infrastructure is a must and good project management skill is essential Proven experience with Microsoft Hyper-V, Fortinet, and H3C products is essential. ;Technical Skills: ;. At least 4 years' experience in Microsoft Active Directory Administration (ADA); ;. At least 4 years' experience in Infrastructure (INF); ;. At least 4 years' experience in Metro-Ethernet Network (MNE); ;. At least 4 years' experience in Networking (NET); ;. At least 4 years' experience in Router Configuration (ROU); ;. At least 4 years' experience in Server Virtualisation Technology (SVT); ;. At least 4 years' experience in Wireless Technology (WLT); ;. 1 year's experience in CISCO IOS Software & CISCO Products (CIP) is an advantage; ;. 1 year's experience in Data/File Backup Technology (DFT) is an advantage; ;. 1 year's experience in Endpoint Security Solutions (ESS) is an advantage. ;Non-technical Skills: ;. At least 2 years' experience in work with the Government (GOV); ;. At least 2 years' experience in the management and support of Government systems and services (GSS); ;. At least 1 year's experience in managing Government projects (IEG); ;. At least 1 year's experience in IT service/outsourcing management (OUT); ;. At least 1 year's experience in IT procurement (PRO); ;. Good coordination skills is an advantage; ;. 1 year's experience in people management (PMG) is an advantage; ;. 1 year's experience in project management (PRM) is an advantage; ;. 1 year's experience in Government tendering procedures (GTP) is an advantage; ;. 1 year's experience in Government procurement/disposal procedures (GPD) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33793"")",ADA,,,,,,,,,,,,,,CIP,,,,,,,,,,,,DFT,,,,,,,,,,,,,,ESS,,,,,,,,GOV,GPD,,GSS,GTP,,,,,,INF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNE,,,,,,,,,,,NET,,,,,,,,,,OUT,,,,,,,,,PMG,,,PRM,PRO,,,,,,,,ROU,,,,,,,,,,,,,,,,SVT,,,,,,,,,,,,,,,,,,,,,,,WLT,,,,,,,,,,,,,,IEG,,,,,,,,,,,
33785,Contract Systems Analyst (Bid Ref 54181-1),1,1,Others,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Implementation, maintenance and technical support for general IT systems of LR""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To administer the virtualized server infrastructure of the Land Registry running VMWare, Nutanix AHV, and Gitea Docker; ;- To administer and support the enterprise system administration infrastructure including Microsoft Active Directory (AD), software asset management tools, Windows Server 2016/2022 Servers, endpoint security systems, enterprise backup software, ;- , ;- To provide system maintenance support for in-house applications, like e-Leave System, Sun Accouting System, TRIMPF System and Departmental Portal servers (running DPO New OSDP II);;- To update the documentation of the supported systems;;- To provide IT security support and;- To perform any other duties assigned by the supervisor. ;""",10.0,8.0,"""- Solid hands-on experience in administration of virtualized environment;;- Solid hands-on experience in administration of SANs and SAN Switches;- Solid hands-on experience in VMWare NSX-T system administration;;- Experience in supporting portal servers ( DPO New OSDP II preferred);;- Solid experience in government procurement and vendor management;;- Good written English and Chinese; and;- Need to work outside office hours to provide support. ;Technical Skills: ;. At least 6 years' experience in Departmental Portal (DPS); ;. At least 6 years' experience in e-Leave (ELE); ;. At least 6 years' experience in Server Virtualisation Technology (SVT); ;. 2 years' experience in IT Security (ITS) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. At least 4 years' experience in the management and support of Government systems and services (GSS); ;. At least 4 years' experience in IT procurement (PRO); ;. 2 years' experience in site preparation (SPE) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 8 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33785"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPS,,,,,,,ELE,,,,,,,,,,,GOV,,,GSS,,,,,,,,,,,,,,,,,ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRO,,,,,,,,,,,,,,,,,,SPE,,,,,,SVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33760,Contract Senior Systems Analyst (Bid Ref 54102-1),1,1,Application Development,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Development and support of in-house applications.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To perform development and 7 x 24 on-call support for in-house applications used in the department;;- To perform impact analysis on new applications, enhancements and software upgrades;;- To conduct quality review, conduct system testing, support user acceptance test and production release, etc.;;- To maintain and update documentation of the supported systems;;- To supervise other IT support staff for the development of in-house applications; and;- To perform any other duties assigned by the supervisor. ;""",10.0,3.0,"""- At least 4 years&;#8217; experience in in large-scale application development and maintenance with RDBMS;;- Solid experience on SA&D, and application development using Java, .NET and/or JSF;;- Solid hands-on experience in developing imaging systems. ;- Solid experience in supervising other IT support staff;;- Solid experience in managing functional testing and user acceptance testing; and;- Good command of both written and spoken English and Chinese. ;Technical Skills: ;. At least 5 years' experience in Enterprise Java Beans Development (EJB); ;. At least 5 years' experience in FileNet (FLN); ;. At least 5 years' experience in Imaging (IMG); ;. At least 5 years' experience in .Net Development (NDE); ;. 4 years' experience in C++ (C++) is an advantage; ;. 4 years' experience in J2EE Development (JDE) is an advantage; ;. 4 years' experience in JavaServer Faces (JSF) (JSF) is an advantage. ;Non-technical Skill: ;. At least 5 years' experience in the management and support of Government systems and services (GSS). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33760"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLN,,,,,,,,,GSS,,,,,,,,,,,,,,,,,,,,,,,JDE,JSF,,,,,,,,,,,,,,,,,,,,NDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EJB,,,,,IMG,,,,,,,,,
33777,Contract Systems Analyst (Bid Ref 54169-1),1,1,Application Development,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Implementation of IT systems and providing application support for LR.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To perform application development and maintenance and provide 7 x 24 on-call support for IT systems. ;- To perform impact analysis and implement enhancements and software upgrades.;- To conduct quality review, conduct system testing, support user acceptance test and production release, etc.;- To perform any other duties assigned by supervisor. ;""",5.0,3.0,"""- Solid hands-on experience in large-scale application development projects, especially for land registration or land conveyancing business. ;- Hands-on experience in workflow application development.;- Good command of written English and Chinese. ;Technical Skills: ;. At least 2 years' experience in Document Flow/Workflow Management System (DOC); ;. At least 2 years' experience in Enterprise Java Beans Development (EJB); ;. At least 2 years' experience in FileNet (FLN); ;. At least 2 years' experience in J2EE Development (JDE); ;. 2 years' experience in Visual Basic (VBC) is an advantage; ;. 2 years' experience in C++ (C++) is an advantage. ;Non-technical Skill: ;. At least 2 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33777"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLN,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,JDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOC,,EJB,,,,,,,,,,,,VBC,,
33766,Contract Project Manager (Bid Ref 54109-1),1,1,Others,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Development, Maintenance and Production Support of IT Systems for the LR""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To lead a team of IT staff and work collaboratively with other IT teams or contractors for the provision of on-going maintenance and support to IT systems for the LR;;- To manage the computer operations, desktop support and help desk support services;;- To manage the Interactive Voice Response System and Voice Recording System; and;- To handle system incidents and assist in service resumption. ;""",12.0,8.0,"""- Excellence in negotiation, communication and presentation skills with good command of written and spoken English and Chinese;;- Solid hands-on experience in managing outsourcing IT projects and large-scale development projects especially for land registration or land conveyancing business;;- Solid hands-on experience in developing web application, electronic form, document / workflow management, and imaging systems;;- Experience in computer operation, desktop support and help desk management;;- Experience in contract management and administration; ;- Strong knowledge in PRINCE / RAD / OOA / FPA; and;- May have to work in other LR offices within HK territory and outside normal office hours (including Saturday, Sunday and Public Holiday). ;Technical Skills: ;. At least 6 years' experience in PRINCE (PRE); ;. At least 3 years' experience in Electronic Form (EFM); ;. At least 3 years' experience in FileNet (FLN); ;. At least 3 years' experience in Imaging (IMG); ;. 6 months' experience in Oracle RDBMS (ODB) is an advantage; ;. 6 months' experience in Object-oriented Analysis and Design (OOA) is an advantage; ;. 6 months' experience in Structured Query Language (SQL) is an advantage; ;. 6 months' experience in Chinese Processing (CHI) is an advantage; ;. 6 months' experience in Document Flow/Workflow Management System (DOC) is an advantage; ;. 6 months' experience in Disaster Recovery Planning (DRP) is an advantage. ;Non-technical Skills: ;. At least 6 years' experience in project development in specified business areas (PDE); ;. 6 months' experience in work with the Government (GOV) is an advantage; ;. 6 months' experience in the management and support of Government systems and services (GSS) is an advantage; ;. 6 months' experience in IT service/outsourcing management (OUT) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 12 years' post-qualification experience in which at least 8 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33766"")",,,,,,,,,,,,,,CHI,,,,,,,,,,,,,,,,,,DRP,,,,EFM,,,,,,,FLN,,,,,,GOV,,,GSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODB,,OOA,,,,,,OUT,PDE,,,,,,,,,,PRE,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOC,,,,,,,IMG,,,,,,,,,
33246,Contract Systems Analyst (Bid Ref 53758-2),2,1,Others,Contract,09 Apr 2025,01 May 2025 to 04 May 2026 (12 months),under InfoTech,Government T26 Contract,Kowloon Bay,N/A - N/A,"""(T26) For Systems of HKeToll and Regional Digitization Control Centres""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the E&MSD; ;For HKeToll systems ;A. Review and analyze daily DAS performance data from high level transaction records to low level raw data/system logs provided by contractor. The analysis results shall be in the form of report, charts and figures presentation to facilitate contractor's rectification works; ;B. Review and advise on abnormalities (i.e. event/incident/failure) observed from the data analysis that would affect DAS operations; ;C. Provide weekly performance evaluation report and Issue & Fault Log Review and Recording; ;D. Review the test results against final design proposal of BES and TSP, including all mobile applications, account management on internet and mobile applications, all BES and TSP software applications (on Government Cloud Infrastructure System, GCIS) to identify any shortfalls and recommend improvement measures; ;E. Provide recommendations on how to control the modification, bug fixing, improvement and upgrade of DAS, BES and TSP. ; ;For Regional Digitization Control Centres ;F. Assist in the coordination works with Contractor and the responsible officer ;G. Monitor the work progress of IBMS system integration works and data visualization development works. ;H. Provide comment to the user layout ;I. Join testing and commissioning of system and software ;""",8.0,3.0,"""i) Degree or Higher diploma in computer subjects/statistic/data science/mathematic or related disciplines; ;ii) 8 years or above solid IT application/system development experience; ;iii) Microsoft Certified Power BI Data Analyst Associate certification holder; ;iv) PCPP1 & Certified Professional Python Programmer Level 1 certification holder; ;v) current or former holder of Project Management Professional (PMP) certification; ;vi) 3 years or above experience in working with Database system on MySQL/MariaDB or equivalent; ;vii) Knowledge and solid experience in analyzing large volumes of data and drawing meaningful insights to ensure accurate transaction verification and system performance; ;viii) Knowledge and solid experience in developing / implementing Power BI&;#8212;a business intelligence tool; ;ix) Experience in Python programming for data analysis; ;x) Experience in working with databases, e.g. SQL queries, and data extraction tools to retrieve and manipulate data for analysis and verification purposes; ;xi) Knowledge and solid experience in developing dashboard and user Interface for Operator and Maintenance; ;xii) Provide recommendation and sound solution based on the complex datasets reviews and analysis; ;xv) Knowledge in matching algorithm, deep data learning and machine learning may be an advantage, such as familiarity with deep learning techniques enables the analyst to apply neural networks and advanced models to extract valuable insights from large and complex datasets, leading to improved accuracy in transaction verification and system performance analysis; ;xvi) Knowledge in different matching algorithms be an advantage, such as fuzzy matching or probabilistic matching, helps in accurately matching transaction data and complex datasets with corresponding records and detecting any inconsistencies or errors; ;xvii) Knowledge in the quality controls of software changes, software upgrade, access right, etc. may be an advantage; ;xviii) Knowledge in the system security controls may be an advantage; ;xix) Knowledge in intelligent building management system may be an advantage; ;xx) Knowledge in network design may be an advantage; ;xxi) Experience in web server systems using Java, .NET, Node.js, SQL Server, MongoDB may be an advantage; ;xxii) Strong commitment to project deadline and delivering high quality work; ;xxiii) Creative, analytical, self-initiative, responsible and well-organized. ;Technical Skills: ;. At least 5 years' experience in Data Administration (DAM); ;. At least 5 years' experience in Data Modeling (DMO); ;. At least 4 years' experience in business intelligence/data mining (BDM); ;. At least 4 years' experience in Object-oriented Analysis and Design (OOA); ;. At least 4 years' experience in SSADM (SDM); ;. At least 2 years' experience in Structured Query Language (SQL); ;. At least 2 years' experience in Project Management Professional (PMP) (PMP); ;. At least 2 years' experience in .Net Development (NDE); ;. 2 years' experience in EGIS (EGI) is an advantage; ;. 2 years' experience in JavaScript Programming (JAP) is an advantage; ;. 2 years' experience in Linux System Administration (LIN) is an advantage; ;. 2 years' experience in Unix/Linux Shell Scripting (ULS) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in software testing (STM); ;. At least 1 year's experience in work with the Government (GOV); ;. 2 years' experience in Government procurement/disposal procedures (GPD) is an advantage; ;. 2 years' experience in the management and support of Government systems and services (GSS) is an advantage; ;. 2 years' experience in IT service/outsourcing management (OUT) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,28 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33246"")",,,,,,,,BDM,,,,,,,,,,,,,,,,DAM,,,,DMO,,,,,,,,,EGI,,,,,,,,,,,,GOV,GPD,,GSS,,,,,,,,,,,,,,,,,,,,JAP,,,,,,,,LIN,,,,,,,,,,,,,,,,NDE,,,,,,,OOA,,,,,,OUT,,,,,,,,,,PMP,,,,,,,,,,,,,,,,,SDM,,,,,SQL,,,,STM,,,,,ULS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33768,Contract Senior Systems Analyst (Bid Ref 54112-1),1,1,Application Development,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Implementation of IT system and providing application support for LR""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To supervise other IT support staff for the development of in-house applications ;- To perform development and provide 7 x 24 on-call support of IT systems to support lodgement, registration and search of land register records.;- To perform development and support for workflow application.;- To perform impact analysis and implement enhancements, bug fixes and software upgrades.;- To conduct quality review, conduct system testing, support user acceptance test and production release, etc.;- To update system documents.;- To perform any other duties assigned by supervisor. ;""",8.0,3.0,"""- Solid hands-on experience in large-scale application development projects, especially for land registration or land conveyancing business.;- Good command of written English and Chinese. ;Technical Skills: ;. At least 5 years' experience in Document Flow/Workflow Management System (DOC); ;. At least 5 years' experience in Enterprise Java Beans Development (EJB); ;. At least 5 years' experience in J2EE Development (JDE); ;. At least 5 years' experience in SQL*PLUS/PL/SQL/PRO*C (OPL); ;. 2 years' experience in Visual Basic (VBC) is an advantage; ;. 2 years' experience in C++ (C++) is an advantage; ;. 2 years' experience in FileNet (FLN) is an advantage; ;. 2 years' experience in Imaging (IMG) is an advantage. ;Non-technical Skill: ;. At least 5 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33768"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLN,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,JDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOC,,EJB,,,,,IMG,,,,,,,VBC,,
33770,Contract Senior Systems Analyst (Bid Ref 54114-1),1,1,Application Development,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Implementation of IT Systems and providing application support for LR""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To supervise other IT support staff for the development of in-house applications ;- To perform application development and maintenance and provide 7 x 24 on-call support for e-Form Implementation, Knowledge Management and other IT systems.;- To perform impact analysis and implement enhancements and software upgrades.;- To conduct quality review, conduct system testing, support user acceptance test and production release, etc.;- To perform any other duties assigned by supervisor. ;""",10.0,3.0,"""- Solid hands-on experience in large-scale application development projects, especially for land registration, land conveyancing business and electronic form systems. ;- Good command of written English and Chinese. ;Technical Skills: ;. At least 5 years' experience in Document Flow/Workflow Management System (DOC); ;. At least 5 years' experience in Electronic Form (EFM); ;. At least 5 years' experience in Imaging (IMG); ;. At least 5 years' experience in J2EE Development (JDE); ;. 2 years' experience in Knowledge Management Technology (KMT) is an advantage; ;. 2 years' experience in C++ (C++) is an advantage; ;. 2 years' experience in JavaScript Programming (JAP) is an advantage; ;. 2 years' experience in FileNet (FLN) is an advantage. ;Non-technical Skill: ;. At least 5 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33770"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFM,,,,,,,FLN,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,JAP,,,JDE,,,KMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOC,,,,,,,IMG,,,,,,,,,
33773,Contract Senior Systems Analyst (Bid Ref 54131-1),1,1,Others,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Development, Maintenance and Support of IT Systems for the LR""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To participate in the development and maintenance of IT systems to support the business and operation of the LR;;- To conduct quality review and system tests on technical products;;- To plan, coordinate and assist users in the conduct of user acceptance tests;;- To coordinate and assist in the system deployment and rollout;;- To perform impact analysis for the system enhancements / changes;;- To handle system incidents and assist in online service resumption; and;- To provide IT support to the future operation of title registration including analysis of land records.;- To manage service contracts with IT service providers. ;""",10.0,3.0,"""- Excellence in verbal and written communication in both English and Chinese;;- Solid hands-on experience in the development, maintenance and support of IT systems especially for land registration or land conveyancing business;;- Solid hands-on experience in developing bilingual web application, document management and imaging systems under Unix/Oracle platform;;- Knowledge and experience in RAD or OO Analysis and Design;;- Good analytical skills and able to work independently; and;- May need to work in other LR offices within HK territory and outside normal office hours (including Saturday, Sunday and Public Holiday); and;- Provide 24x7 on-call production system support. ;Technical Skills: ;. At least 4 years' experience in Document Flow/Workflow Management System (DOC); ;. At least 4 years' experience in FileNet (FLN); ;. At least 4 years' experience in Imaging (IMG); ;. At least 4 years' experience in Web Programming (WEB); ;. 6 months' experience in Windows Programming (WPG) is an advantage; ;. 6 months' experience in Web Services (WSV) is an advantage; ;. 6 months' experience in XML (XML) is an advantage; ;. 6 months' experience in Oracle RDBMS (ODB) is an advantage; ;. 6 months' experience in Object-oriented Analysis and Design (OOA) is an advantage; ;. 6 months' experience in Rapid Application Development Methodology (RAD) is an advantage; ;. 6 months' experience in Structured Query Language (SQL) is an advantage; ;. 6 months' experience in UNIX (UNX) is an advantage; ;. 6 months' experience in HP-UX (HPX) is an advantage; ;. 6 months' experience in Chinese Processing (CHI) is an advantage; ;. 6 months' experience in Data Modeling (DMO) is an advantage; ;. 6 months' experience in Data Management (DMT) is an advantage. ;Non-technical Skills: ;. At least 1 year's experience in project development in specified business areas (PDE); ;. 6 months' experience in quality assurance (QAS) is an advantage; ;. 6 months' experience in work with the Government (GOV) is an advantage; ;. 6 months' experience in the management and support of Government systems and services (GSS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33773"")",,,,,,,,,,,,,,CHI,,,,,,,,,,,,,,DMO,,DMT,,,,,,,,,,,,,FLN,,,,,,GOV,,,GSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODB,,OOA,,,,,,,PDE,,,,,,,,,,,,,,QAS,,RAD,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,UNX,,,,,,,,,,,WEB,,,,,,,,WPG,WSV,XML,,,,DOC,,,,HPX,,,IMG,,,,,,,,,
33761,Contract Senior Systems Analyst (Bid Ref 54103-1),1,1,Others,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Provide support on the network infrastructure for the Land Registry (LR) and assist in the implementation and support of IT systems for LR.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To administer and support the GOA LAN and network infrastructure, including , network switches, routers, firewalls, web application firewalls, load balancers, link controllers and VPNs;;- To configure, install, monitor, maintain and trouble-shoot popular network operating systems, network equipment and networking software;;- To maintain the documentation of the network infrastructure; ;- To perform any other duties assigned by the supervisor;;- Require 7 x 24 on-call; and;- Need to work outside office hours to provide support. ;""",12.0,10.0,"""- Solid hands-on experience in administering enterprise level network and implementation of LR&;#8217;s application systems with support of Metro Ethernet, Dedicated Internet Access and SD-WAN;;- Strong network system support experience in site load balancing for active-active sites;;- Good command of written English and Chinese; and;- Have solid experience in government procurement and vendor management. ;Technical Skills: ;. At least 9 years' experience in Internet Firewall Technical Support (IFW); ;. At least 9 years' experience in Infrastructure (INF); ;. At least 9 years' experience in Intrusion Prevention System (IPS); ;. At least 9 years' experience in Virtual LAN/LAN Switching (VLS); ;. 6.7 years' experience in Wide Area Network (WAN) is an advantage; ;. 6.7 years' experience in Network Design (NDN) is an advantage. ;Non-technical Skills: ;. At least 7 years' experience in work with the Government (GOV); ;. At least 7 years' experience in the management and support of Government systems and services (GSS); ;. At least 7 years' experience in IT procurement (PRO); ;. 5 years' experience in site preparation (SPE) is an advantage; ;. 5 years' experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 12 years' post-qualification experience in which at least 10 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33761"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,GSS,,,,,,IFW,INF,,,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDN,,,,,,,,,,,,,,,,,,,,,,,,,PRO,,,,,,,,,,,,,,,,,,SPE,,,,,,,,,,,,,,,,VLS,VMG,,,,WAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
